truncated_text
Erzherzog Ferdinand Max was also
= = Service history =
At the outbreak of World
She was mobilized on the
The two German ships were
The breakout succeeded .
When the flotilla had advanced
In company with other units
There she and her sisters
A major mutiny among crews
"Two days later , Erzherzog"
Following the restoration of order
On the morning of 11
The plan was intended to
Horthy 's plan was to
"However , on the morning"
Horthy felt that the element
This was to be the
Near the end of World
She was later broken up
= Ancient Egyptian deities =
Ancient Egyptian deities are the
The beliefs and rituals surrounding
Deities represented natural forces and
After the founding of the
The gods ' complex characteristics
Deities ' diverse appearances in
"In different eras , various"
The highest deity was usually
"Some scholars have argued ,"
Yet they never abandoned their
Gods were assumed to be
People interacted with them in
Egyptians prayed for divine help
<unk> ' relations with their
= = Definition = =
The beings in ancient Egyptian
Egyptian texts list the names
The Egyptologist James P.
Allen estimates that more than
The Egyptian language 's terms
Scholars have tried to <unk>
The hieroglyphs that were used
The most common of these
Similar objects were placed at
Other such hieroglyphs include a
The feminine form could also
"The Egyptians distinguished <unk> ,"
The term nṯr may have
<unk> humans were called nṯr
Egyptian religious art also depicts
These personified ideas range from
<unk> these blurred distinctions between
"One widely accepted definition ,"
According to a different definition
"From this perspective , """
"Likewise , the <unk> of"
= = Origins = =
The first written evidence of
3100 – <unk> BC )
Deities must have emerged sometime
Predynastic artwork depicts a variety
"Some of these images ,"
As Egyptian society grew more
The earliest known temples appeared
Many Egyptologists and <unk> have
"<unk> <unk> , for instance"
Some of these theories are
Predynastic Egypt originally consisted of
Because many deities in later
But others have argued that
The final step in the
These sacred kings and their
New gods continued to emerge
Some important deities like Isis
<unk> – <unk> BC )
Places and concepts could suddenly
Kings were said to be
Some non @-@ royal humans
This veneration was usually short
Through contact with neighboring civilizations
"<unk> , who is first"
1550 – 1070 BC )
In Greek and Roman times
= = Characteristics = =
Modern knowledge of Egyptian beliefs
These people were the elite
Little is known about how
<unk> ' perceptions of the
"The populace may , for"
"But overall , what little"
The two traditions form a
= = = <unk> =
Most Egyptian deities represent natural
The gods were generally said
The types of phenomena they
The god Shu was the
Major gods often had many
"For instance , <unk> was"
He was credited with producing
Perhaps as an outgrowth of
Gods could share the same
"Despite their diverse functions ,"
But some deities represented disruption
"Most prominently , <unk> was"
Not all aspects of existence
Although many deities were connected
"Short @-@ lived phenomena ,"
The roles of each deity
"As a result , gods"
"But despite their flexibility ,"
Not even the creator god
Richard H.
"Wilkinson , however , argues"
The deities with the most
"Among these lesser deities ,"
"Many demons are hostile ,"
Their power can also be
Egyptians believed the landscape was
Demons often act as servants
The protective deities <unk> and
= = = Behavior =
Divine behavior was believed to
Except for the few deities
They did this work using
<unk> was a fundamental power
The gods ' actions in
"In contrast , mythology mainly"
The events of this past
Periodic occurrences were tied to
Myths are metaphors for the
They contain seemingly contradictory ideas
The contradictions in myth are
"In myth , the gods"
They feel emotion ; they
Some have unique character traits
Set is aggressive and impulsive
"Yet overall , the gods"
"Their behavior is inconsistent ,"
Most myths about them lack
The first divine act is
They focus on different gods
The eight gods of the
These and other versions of
Each gives a different perspective
"The period following creation ,"
The gods struggle against the
A recurring theme in these
They fight vicious battles with
"Ra and <unk> , battling"
Another prominent theme is the
The <unk> instance where a
The sun god is also
In the process he comes
Funerary texts that depict Ra
Instead of being <unk> immortal
But it was always possible
Some poorly understood Egyptian texts
= = = Locations =
Gods were linked with specific
"In Egyptian tradition , the"
Surrounding them is the dark
The gods in general were
"Most events of mythology ,"
The deities there sometimes interact
"The Duat , in contrast"
The space outside the cosmos
It too is inhabited by
In the time after myth
Temples were their main means
"Each day , it was"
There they inhabited the cult
This movement between realms was
As temples were the focal
Deities ' spheres of influence
Many gods had more than
They could establish themselves in
"Therefore , a given deity"
The political influence of a
When kings from Thebes took
2055 – 1650 BC )
= = = Names and
"In Egyptian belief , names"
In keeping with this belief
The name of the predatory
But many other names have
The names of the sky
The Egyptians also devised false
A passage in the Coffin
The gods were believed to
Among them were secret names
To know the true name
The importance of names is
"Upon learning the name ,"
In addition to their names
Because of the gods '
Some epithets eventually became separate
The host of divine names
= = = Relationships =
Egyptian deities are connected in
A god 's connections and
"Thus Isis , as the"
Such relationships were the base
Family relationships are a common
Deities often form male and
"Families of three deities ,"
"Osiris , Isis , and"
The pattern they set grew
<unk> connections like these are
"Hathor , as a fertility"
Other divine groups were composed
There were sets of gods
Some of these groups contain
Paired gods can stand for
"Ra , who is dynamic"
Groups of three are linked
Rulers in the late New
These deities stood for the
"Sometimes Set , the patron"
"Nine , the product of"
The most prominent <unk> was
"The term "" <unk> """
This divine assemblage had a
Gods with broad influence in
At the apex of this
In different periods of Egyptian
Horus was the most important
Newly prominent gods tended to
Isis absorbed the traits of
= = = <unk> and
The gods were believed to
The Egyptians had complex conception
The spirits of the gods
The ba was the component
Any visible manifestation of a
A depiction of a deity
The cult images of gods
Gods could be ascribed many
Everything in existence was said
Divine body parts could act
<unk> important deities gave rise
Horus had many forms tied
Such local manifestations could be
"During the New Kingdom ,"
He consulted two other local
Gods ' manifestations also differed
Horus could be a powerful
Gods were combined with each
A god could be called
Local gods were linked with
Ra was connected with the
"On rare occasion , even"
This linking of deities is
Unlike other situations for which
"Instead , syncretism acknowledged the"
<unk> combinations were not permanent
But closely connected deities did
Horus absorbed several falcon gods
= = = The Aten
In the reign of Akhenaten
<unk> – 1336 BC )
Akhenaten ceased to fund the
"This new religious system ,"
"Whereas , in earlier times"
Yet Atenism may not have
There is evidence suggesting that
The picture is further complicated
"For these reasons , the"
"In any case , Atenism"
= = = Unity of
Scholars have long debated whether
Reasons for this debate include
Another point of contention is
In the early 20th century
A.
Wallis <unk> believed that Egyptian
His contemporary James Henry <unk>
"In 1971 , Erik Hornung"
He points out that in
He also argues that the
"Although the combinations , manifestations"
"<unk> , Hornung says ,"
An Egyptian could worship any
Hornung concludes that the gods
Hornung 's arguments have greatly
Jan Assmann maintains that the
"In his view , Atenism"
It equated the single deity
"Then , in the backlash"
The one god was believed
"According to Assmann , this"
James P.
Allen says that <unk> notions
He says that the Egyptians
""""
= = <unk> and depictions
Egyptian writings describe the gods
They are made of precious
They give off a scent
Some texts give precise descriptions
Yet these characteristics are not
Egyptian texts often refer to
The Egyptians ' visual representations
They symbolize specific aspects of
"For this reason , the"
His black coloring alludes to
Most gods were depicted in
Hathor could be a cow
By depicting a given god
The gods are depicted in
These forms include men and
"<unk> of forms , such"
New forms and increasingly complex
Some gods can only be
Because of the close connection
Certain features of divine images
The head of a given
"In a hybrid image ,"
""" Divine <unk> , which"
"In contrast , the objects"
Male deities hold was staffs
The forms in which the
Many creatures that are widespread
Animals that were absent from
"For instance , the horse"
1650 – 1550 BC )
"Similarly , the clothes worn"
The basic anthropomorphic form varies
Child gods are depicted nude
Certain male deities are given
Whereas most male gods have
Thus the blue skin and
"A few deities , such"
Although these gods resemble mummies
= = <unk> with humans
= = = Relationship with
"In official writings , pharaohs"
Each pharaoh and his predecessors
Living kings were equated with
<unk> had their own mortuary
But few pharaohs were worshipped
"For these reasons , scholars"
He may only have been
However much it was believed
The Egyptians believed the gods
These things were provided by
"Yet , according to royal"
These acts were a part
The king and the nation
= = = <unk> in
Although the Egyptians believed their
"In literature , gods may"
The ba of a god
"By inhabiting these images ,"
"To the Egyptians , a"
"Temple statues and reliefs ,"
Dreams and <unk> provided a
"In these states , it"
"Finally , according to Egyptian"
The Egyptians therefore believed that
"Temples , where the state"
The most important temple image
These statues were usually less
Many temples had several sanctuaries
The city 's primary god
The gods residing in the
But many deities — including
To <unk> the sacred power
People other than kings and
The only exception was during
People did have less direct
The more public parts of
Communities also built and managed
Despite the gulf that separated
= = = Intervention in
Egyptian gods were involved in
This divine influence applied mainly
But in the New Kingdom
"Thoth , as the overseer"
Other gods were also said
Thus the time and manner
Several texts refer to gods
Deities were also believed to
Egyptian texts rarely mention direct
<unk> in ancient Egypt was
Because deities were the <unk>
"For example , the gods"
"But in general , morality"
<unk> had free will to
A deity carried out this
Natural disasters and human <unk>
"Conversely , the gods could"
Both these types of intervention
Egyptian texts take different views
<unk> was often seen as
Some deities who were closely
But some writings do accuse
Beginning in the Middle Kingdom
Because of this human <unk>
New Kingdom writings do not
They emphasize humans ' direct
People in this era put
"As a result , upholding"
Even the pharaohs were regarded
= = = Worship =
"Official religious practices , which"
Official religion involved a variety
Some rites were performed every
The gods received their offerings
"These offerings , in addition"
Festivals often involved a ceremonial
These processions served various purposes
"In Roman times , when"
<unk> also traveled between temples
<unk> for a god were
Such rituals were meant to
In the <unk> festival in
The returning <unk> symbolized the
Personal interaction with the gods
People who wanted information or
<unk> and other images of
Private rituals invoked the gods
"These practices used <unk> ,"
The performer of a private
Such rituals <unk> with private
Prayer and private offerings are
Evidence of personal piety is
<unk> offerings and personal names
But firm evidence of devotion
Scholars disagree about the meaning
Egyptians now expressed their devotion
They recorded their prayers and
They gave offerings of figurines
"Occasionally , a person took"
These practices continued into the
These later eras saw more
Some of the major deities
The worship of some Egyptian
"In Canaan , the exported"
The Egyptian deities may not
"In contrast , many temples"
After the end of Egyptian
These gods were incorporated into
Some deities reached farther .
<unk> became a goddess in
Under the Greek Ptolemaic Dynasty
These newcomers equated the Egyptian
But the worship of the
"Instead , Greek and Roman"
Egyptian cults sometimes incorporated Greek
"Meanwhile , the cults of"
"Roman emperors , like Ptolemaic"
In the empire 's complex
Isis and Hermes Trismegistus were
Temples and cults in Egypt
"The last formal cults ,"
Most beliefs surrounding the gods
But many of the practices
Given the great changes and
But many festivals and other
= South of Heaven =
South of Heaven is the
"Released on July 5 ,"
South of Heaven was Slayer
It was one of only
Records because of original distributor
The release peaked at number
In order to offset the
In contrast to their previous
While some critics praised this
"The songs "" Mandatory Suicide"
= = Background = =
South of Heaven was recorded
PopMatters reviewer Adrien Begrand observed
""" Guitarist Jeff Hanneman has"
"Aware that they "" couldn"
Guitarist Kerry King cited the
""" In order to contrast"
""" They also added elements"
""""
King has since been critical
""" King attributes this to"
"Describing himself as "" probably"
""" Hanneman said : """
I guess at that time
""" King has also been"
He feels vocalist Tom Araya
""" Drummer Dave Lombardo has"
And that 's me personally
"Again , I was probably"
""""
"Judas Priest 's "" <unk>"
The song was chosen due
Hanneman described the track as
""" Meanwhile , "" <unk>"
I just fucking think it
[ Laughs ] I hate
It 's what we call
' It 's just like
' I can 't see
If we ever did a
""" The Slayer <unk> Soundtrack"
= = <unk> and illustration
Artist Larry Carroll and <unk>
<unk> Glen E.
Friedman took the promotional shot
Lombardo felt it made Slayer
""""
= = Critical reception =
South of Heaven was released
When label co @-@ founders
The album peaked at number
South of Heaven was awarded
Slayer 's official biography states
""" Alex Henderson of AllMusic"
""""
Reviewing the 2003 Slayer box
""" <unk> 's Peter Atkinson"
""" Grave 's <unk> <unk>"
It was like fast double
That was very inspiring for
""" When discussing Slayer in"
""" Metal Forces reviewer gives"
"He remarks , however ,"
Kim <unk> of Rolling Stone
""" Slayer 's official biography"
""" Michael Roberts of <unk>"
""" Araya commented that the"
""""
= = Cover versions =
The title track and the
<unk> Ferguson recorded string quartet
1995 Slayer tribute album <unk>
Its 1998 follow up <unk>
2 only featured two tracks
1999 's <unk> to Hell
2006 Argentine tribute album Al
"<unk> covered the song """
They released a music video
Korn has covered the title
The title track itself has
Polish death metal band <unk>
"In 2003 , "" Silent"
"Hardcore Punk band , The"
= = Live performances =
Two songs taken from the
Lombardo <unk> with Finnish cellist
Adrien Begrand of PopMatters described
Lombardo remembers listening to a
There 's just so much
’ To my kids I
Listen to how <unk> that
’ And it 's heavy
""" A rare live version"
"A live rendition of """
""" Behind the Crooked Cross"
"King said "" that 's"
""" "" <unk> of War"
"He confessed ; "" I"
’ But I could never
""""
Slayer has <unk> with the
""" Metal Maniacs asked Slayer"
I don 't know .
We have some really cool
""" King was equally unsure"
And I just don 't
""""
= = Track listing =
= = Personnel = =
= = = Slayer =
"Tom Araya – bass ,"
Jeff Hanneman – lead and
Kerry King – lead and
Dave Lombardo – drums
= = Charts and certifications
= General aviation in the
General aviation in the United
Although the International Civil Aviation
The sector operates business jets
Public transport operations include business
Other commercial GA activities are
Private flying is conducted for
It includes a strong vintage
"Of the 21 @,@ 000"
The single most common class
"There are 28 @,@ 000"
"Some of the 19 @,@"
Although GA operates from more
"The GA industry , which"
GA is regulated by the
The main focus is on
At the lighter end of
Airspace regulation necessary to protect
The growth in CAT is
The UK planning system has
The planning process has become
= = Definitions = =
The International Civil Aviation Organization
""" It defines commercial air"
""""
<unk> in the United Kingdom
The British Business and General
The General Aviation Awareness Council
For the purposes of a
= = History = =
The first aerodrome in the
In 1910 the Aero Club
The introduction of the de
Between 1925 and 1939 around
During World War II civil
This resulted in a significant
Pre @-@ war civil aerodromes
<unk> military airfields were closed
The Ministry of Civil Aviation
With an expanded infrastructure in
"The Cessna 172 , developed"
Single piston @-@ engine aircraft
The development of the <unk>
The 1960s also saw experiments
Another milestone in the development
Although it was not the
= = Activities = =
The GA sector operates a
<unk> can be broadly categorised
= = = Commercial operations
Commercial operations are remunerated activities
"Some are , however ,"
Public transport operations are non
Air taxi operations offer charter
Aircraft used in these operations
An example of this type
This involves so many flights
Aerial work is a small
= = = Flying schools
Flying schools are commercial businesses
They make widespread use of
School @-@ owned aircraft account
The pilot training element is
It is claimed by the
The CAA estimates that between
The counter argument to this
The CAA concludes that a
""" Of course , reliance"
= = = Private flying
Private flying can be for
A survey of pilots conducted
Half of all flights landed
Private flying is most associated
Examples of these are the
The average cost per hour
Recent trends have seen an
Another growth area in private
There is a strong vintage
These cover the whole spectrum
There are many post @-@
Historic aircraft are regular exhibits
= = = Sports =
Competitive gliding in the UK
"<unk> are local competitions ,"
Races are handicapped according to
Success in the <unk> allows
These are based on glider
Success at national level can
In 2007 the British gliding
<unk> air racing is open
Races are a case of
<unk> aircraft are handicapped by
There are up to 16
<unk> competitions take place for
Starting at the <unk> level
Each step up requires a
National championships are awarded annually
Parachute competitions are held at
British teams consistently win medals
= = <unk> = =
Aerodrome is a collective term
The CAA strategic review of
The General Aviation Small Aerodrome
These range in size from
= = = GASAR aerodrome
The factors used in determining
The six types of aerodrome
East Midlands ) ; major
Oxford ) ; developed GA
<unk> ) ; basic GA
<unk> ) ; developed airstrips
<unk> ) ; and basic
<unk> in Hampshire ) .
The actual criteria used to
"Airports generally have long ,"
They are usually located on
At the more <unk> located
At this level runways are
Navigation aids are increasingly scarce
The smallest airfields are too
The majority of airstrips are
They do not feature on
= = = Aerodrome licensing
Most aerodromes used for public
To be granted a licence
<unk> classified as developed GA
Only two basic GA airfields
The Light Aviation Airports Study
A particular focus of this
The group concluded that the
It also recommended that restrictions
= = Scale of the
There are an estimated 27
In 2005 the GA fleet
Estimates put the number of
The number of pilots licensed
The remainder held professional pilot
"In addition , there are"
The number of aerodromes that
<unk> 2008 United Kingdom Flight
<unk> Farm ' <unk> '
The GASAR study estimates 1
It estimates another <unk> informal
The sector was estimated to
Nearly half of the economic
= = Trends = =
Most sectors of GA for
The lighter end of the
After strong growth in the
Recreational helicopter usage has grown
<unk> activity has remained relatively
Business aviation has shown strong
This reflects a shift away
"However , twin piston @-@"
The amount of flight training
Since 1990 the total number
An overall increase in aircraft
The decline in asset <unk>
= = Regulation = =
The objective of regulation is
Efforts focus on assuring appropriate
The CAA was established as
In 1991 it started working
In 2003 this was taken
The CAA acts as an
Proposed developments seek to establish
= = = <unk> and
Within this framework certain sectors
In all cases the CAA
The majority of microlight aircraft
The LAA is the primary
<unk> is governed by the
<unk> and airship flying is
The UK @-@ specific National
", supported by the LAA"
<unk> from these devolved groups
The British Gliding Association was
Hang gliding and <unk> activities
foot @-@ launched gliders )
= = = Airworthiness =
Under CAA and EASA rules
Aircraft that meet these standards
"However , British @-@ registered"
This allows them to fly
A number of organisations (
the British Microlight Aircraft Association
<unk> are typically issued to
= = = Pilot licensing
The pilot qualification most relevant
In addition to the European
In the absence of European
As a response to the
The NPPL is easier to
Although there are plans to
The British Gliding Association is
Pilots working in sectors of
= = Safety = =
Between 1995 and 2004 there
The majority of accidents involved
There were 27 fatal accidents
These compare with 16 accidents
= = <unk> = =
The growth in Commercial Air
<unk> with access to larger
The UK planning system is
This makes aerodrome development difficult
= = = Airspace access
Airspace is shared by CAT
It is divided into controlled
Although GA flights can under
<unk> airspace is essential for
A CAA review found that
However this position has resulted
Coupled with pilot navigation errors
<unk> in the number of
Between 1997 and 2006 this
There are particular problems for
The concentration of commercial operations
= = = Aerodrome access
"Regional airports , such as"
These operations are commercially and
GA aircraft are being subject
Some airports restrict or deny
"As a result , light"
In addition to this de
Alternative and more profitable uses
Referring to the importance of
""""
= = = Planning system
The planning system is critical
With many cities lacking scheduled
"However , there is no"
Because aircraft are excluded from
GA is a specialist subject
Little <unk> is just one
"Such restrictions , if poorly"
= = Criticism = =
Public opinion towards aviation generally
In terms of environmental complaints
"Half of the 2 @,@"
Planning guidance on aircraft noise
""" This is a result"
In an attempt to alleviate
= SMS Zrínyi =
"SMS Zrínyi ( "" His"
"Zrínyi and her sisters ,"
"During World War I ,"
She served with the Second
"However , Allied control of"
"Nonetheless , the presence of"
With the war going against
On 10 November 1918 —
Following the handover to the
In the Treaty of Saint
= = Design and construction
Zrínyi was built at the
She was laid down on
The <unk> used on Zrínyi
The ship was completed by
She was the last ship
Zrínyi was 138 @.@ 8
"She displaced 14 @,@ 508"
She was powered by two
The ship had a top
Zrínyi was the first warship
She had a maximum range
The ship 's primary armament
This was augmented by a
The tertiary battery consisted of
"Furthermore , the ship 's"
Three 45 cm ( 17
= = Service history =
The ship was assigned to
"In 1912 , Zrínyi and"
On the second cruise into
"After returning to Pola ,"
"In 1913 , Zrínyi participated"
Ships from other navies included
The most important action of
The goal of the blockade
<unk> by the international blockade
"During that year , the"
With the commissioning of these
= = = World War
At that time of the
Along with the remainder of
The two German ships broke
The flotilla had advanced as
The Austro @-@ Hungarian ships
"On 23 May 1915 ,"
Their focus was on the
The bombardment of Montenegro was
The attack on Ancona was
The bombardment of the province
"On the shore , the"
The railroad yard in Ancona
The local shore batteries were
"During the bombardment , Zrínyi"
Additional targets that were damaged
"Sixty @-@ three Italians ,"
By the time Italian ships
The objective of the bombardment
The surprise attack on Ancona
This delay gave Austria @-@
Aside from the attack on
Their operations were limited by
Since coal was diverted to
This resulted in the Allied
With his fleet blockaded in
= = = Post @-@
After the Austro @-@ Hungarian
"However , the victorious Allies"
The ship had been boarded
They were soon spotted by
They appealed for American naval
She had apparently been turned
Simultaneously she was commissioned as
The initial American complement consisted
The ship remained at anchor
Only once did she apparently
On the morning of 7
USS <unk> took her in
Under the terms of the
"Germain , Zrínyi was ultimately"
She was broken up for
= Geopyxis carbonaria =
Geopyxis carbonaria is a species
First described to science in
"The small , <unk> @-@"
"They have a short ,"
Fruitbodies are commonly found on
The fungus is distributed throughout
It is found in Europe
Although it is primarily a
= = Taxonomy = =
The fungus was first described
<unk> <unk> Cooke illustrated the
Figures of fungi from all
"In 1889 , Pier Andrea"
"<unk> carbonaria , published by"
carbonaria .
Louis @-@ Joseph <unk> proposed
"<unk> in 1937 , referring"
In 1860 Miles Berkeley and
This taxon was synonymized with
carbonaria by <unk> <unk> in
The specific epithet carbonaria derives
Common names given to the
= = Description = =
The fruitbodies ( <unk> )
The inner spore @-@ bearing
The stipe is small (
The brownish flesh of the
It does not have any
The edibility of the fungus
= = = Microscopic characteristics
"In mass , the spores"
"The spores are elliptical ,"
They are thin walled and
The asci are 190 –
The paraphyses are slightly club
"The <unk> , the layer"
= = = Similar species
The closely related <unk> elf
It may be distinguished microscopically
carbonaria .
It also has larger spores
Unlike G.
"carbonaria , it grows on"
"<unk> <unk> , which grows"
"carbonaria , is distinguished microscopically"
Other genera with similar species
carbonaria may be confused in
= = Habitat and distribution
Geopyxis carbonaria is widespread on
It is one of the
The <unk> litter on the
Fruitbodies are produced from 16
Most fruitbodies are produced in
The fungus prefers fruiting in
Geopyxis carbonaria fruitbodies are often
Because the pixie cup fruits
Other cup fungi often found
carbonaria include those from the
The fungus is found in
The North American distribution extends
"In 2010 , it was"
= = Ecology = =
Although primarily a saprotrophic fungus
It had been demonstrated earlier
The hyphae of G.
carbonaria were able to infect
These traits suggest that the
"Additionally , the fungus produces"
The formation of a rudimentary
carbonaria might be capable of
<unk> and colleagues suggest that
Large <unk> of the fungus
A field study conducted in
<unk> was much denser in
Fruitbodies grew by the millions
= Gold dollar =
The gold dollar or gold
The coin had three types
Longacre .
The Type 1 issue had
A gold dollar had been
Congress was finally galvanized into
"In its early years ,"
Silver again circulated after Congress
Gold did not again circulate
"In its final years ,"
It was also in demand
The regular issue gold dollar
= = Background = =
In proposing his plan for
Congress followed Hamilton 's recommendation
"In 1831 , the first"
Much of the gold then
Additional one @-@ dollar pieces
Soon after the <unk> began
He was opposed by the
Patterson .
<unk> persuaded President Andrew Jackson
"In response , Patterson had"
Gobrecht 's design featured a
<unk> was given to including
The Philadelphia newspaper Public Ledger
""" Nevertheless , after Mint"
= = <unk> = =
"In January 1844 , North"
Patterson had more of Gobrecht
He told Treasury Secretary John
Spencer that the only gold
This seemed to satisfy the
"Even before 1848 , record"
This renewed calls for a
"In January 1849 , McKay"
There was much discussion in
McKay amended his legislation to
"Nevertheless , Gobrecht 's successor"
"Longacre , prepared patterns ,"
McKay got his fellow Democrat
McKay introduced a version into
The dollar was attacked by
McKay did not respond <unk>
"Pennsylvania Representative Joseph <unk> ,"
"Another Whig , Massachusetts 's"
McKay made no answer to
"The point was , he"
Connecticut Representative John A.
"<unk> , a Whig ,"
"The bill passed easily ,"
= = Preparation = =
The officers at the Philadelphia
The <unk> in their midst
"Longacre , successor to Gobrecht"
A former copper @-@ plate
<unk> .
When Longacre began work on
Longacre wrote the following year
"Accordingly , when the gold"
"The Mint Director agreed ,"
"According to Longacre ,"
The engraving was unusually minute
I made the original dies
I had a wish to
"The result , I believe"
